time,temp,pH,DissolvedOxygen,Conductivity,Turbidity,PermanganateIndex,AmmoniaNitrogen,TotalPhosphorus,TotalNitrogen
2020/11/15 20:00,24.5,6.62,6.79,158.9,15.7,5.72,0.132,0.079,1.4
2020/11/16 0:00,24.5,6.62,6.32,158.9,15.7,5.46,0.155,0.074,1.5
2020/11/16 4:00,24.3,6.61,6.4,159.7,18.6,5.46,0.155,0.074,1.5
2020/11/16 8:00,24.3,6.61,6.33,159.7,18.6,4.23,0.17,0.074,1.5
2020/11/16 12:00,24.2,6.58,6.64,159.9,18.5,4.12,0.169,0.073,1.48
2020/11/16 16:00,25.3,6.79,7.06,161.2,17.6,4.31,0.164,0.083,1.88
2020/11/16 20:00,24.8,6.68,6.69,161.8,19.6,4.61,0.164,0.078,1.59
2020/11/17 0:00,24.7,6.59,5.57,164.1,15.1,4.39,0.173,0.078,1.53
2020/11/17 4:00,24.5,6.61,5.68,163.9,17.7,5.93,0.198,0.094,1.7
2020/11/17 8:00,24.5,6.61,5.85,163.9,17.7,4.22,0.177,0.079,1.53
2020/11/17 12:00,24.4,6.6,6.1,163.9,18.4,4.15,0.167,0.075,1.55
2020/11/17 16:00,25.2,6.86,7.2,162.5,14.8,3.98,0.156,0.074,1.51
2020/11/17 20:00,24.8,6.66,6.57,162.7,14.5,4.57,0.132,0.073,1.62
2020/11/18 0:00,24.6,6.62,5.9,164.7,18.7,5.68,0.135,0.07,1.63
2020/11/18 4:00,24.6,6.64,6.22,163.6,17.3,4.24,0.137,0.076,1.63
2020/11/18 8:00,24.6,6.62,6.37,163.8,20.6,4.29,0.12,0.073,1.62
2020/11/18 12:00,25,6.6,6.15,166,16.5,4.16,0.13,0.076,1.65
2020/11/18 16:00,26.3,7.09,7.98,164.1,16.6,4.3,0.11,0.075,1.68
2020/11/19 0:00,25.2,6.69,6.58,163.7,16.8,-1,-1,-1,-1
2020/11/19 4:00,25.2,6.66,6.43,164.8,14.2,-1,-1,-1,-1
2020/11/19 8:00,25.2,6.63,6.53,165.3,13.6,5.46,0.062,0.067,1.77
2020/11/19 12:00,25.4,6.48,6.55,1485.2,12.9,5.75,0.061,0.069,1.93
2020/11/19 16:00,26.6,7.3,8.58,530.7,15.4,5.74,0.101,0.069,1.73
2020/11/19 20:00,25.8,6.85,6.94,167.2,12.4,6.04,0.064,0.076,2.68
2020/11/20 0:00,25.7,6.86,7.43,168,14.6,5.36,0.038,0.065,3.12
2020/11/20 4:00,25.7,6.84,7.3,170.2,15.7,5.36,0.038,0.065,3.12
2020/11/20 8:00,25.5,6.76,6.97,173.2,14.8,5.68,0.05,0.072,3.61
2020/11/20 12:00,25.8,6.69,7.07,1006.6,13.8,4.73,0.077,0.073,-1
2020/11/20 16:00,25.9,6.36,5.71,2808.3,14.9,5.72,0.277,0.103,1.9
2020/11/21 0:00,25.9,7.5,7.4,172.3,10.6,-1,-1,-1,-1
2020/11/21 4:00,25.8,6.89,7.06,171.9,11,5.59,0.067,0.08,3.12
2020/11/21 8:00,25.3,6.18,6.02,3177.6,9.9,4.43,0.303,0.067,3.12
2020/11/21 12:00,25.8,6.5,6.76,3247.6,12.3,5.86,0.347,0.069,2.16
2020/11/21 16:00,27,7.43,8.08,1137.5,12.4,5.67,0.08,0.064,1.98
2020/11/21 20:00,26.3,7.28,7.88,173.7,12.3,5.77,0.035,0.059,1.9
2020/11/22 0:00,26.2,7.16,7.7,173.5,12,5.77,0.035,0.059,1.9
2020/11/22 4:00,26,6.91,7.25,173.5,11.7,5.17,0.034,0.058,1.85
2020/11/22 8:00,26,6.86,7.05,201.7,12.2,5.61,0.041,0.057,1.91
2020/11/22 12:00,26.3,6.93,7.39,223.3,11.4,5.63,0.029,0.061,1.95
2020/11/22 16:00,26.8,7.22,7.83,597.6,11.9,6.21,0.042,0.058,1.89
2020/11/22 20:00,26.1,6.93,7.05,177.4,12.1,5.32,0.034,0.054,1.84
2020/11/23 0:00,25.9,6.9,7.06,174.8,12.3,5.32,0.034,0.054,1.84
2020/11/23 4:00,25.9,6.87,6.95,175.2,13.2,5.82,0.041,0.06,1.86
2020/11/23 8:00,25.8,6.83,6.71,175.9,12.4,5.3,0.041,0.059,1.92
2020/11/23 12:00,26.2,6.87,6.88,175.2,10.8,5.72,0.034,0.062,1.88
2020/11/23 16:00,26.4,6.74,6.85,1121.5,13.4,5.46,0.094,0.059,1.78
2020/11/23 20:00,26.2,7,7.05,181,13.2,5.85,0.038,0.059,1.83
2020/11/24 0:00,25.9,6.91,7.04,175.7,11.7,5.85,0.038,0.059,1.83
2020/11/24 4:00,25.7,6.86,6.88,175.7,14.5,5.73,0.03,0.056,1.75
2020/11/24 8:00,25.4,6.78,6.63,177.1,15,5.3,0.045,0.058,1.77
2020/11/24 12:00,25.8,6.86,6.95,175.7,14.1,5.29,0.031,0.058,1.74
2020/11/24 16:00,26.4,7.1,7.32,184.4,11.7,5.82,0.029,0.059,1.78
2020/11/24 20:00,25.8,6.84,6.82,179.4,11,4.24,0.041,0.056,1.74
2020/11/25 0:00,25.6,6.69,6.63,174.8,10.3,4.24,0.041,0.056,1.74
2020/11/25 4:00,25.2,6.66,6.36,179.7,10.5,3.89,0.087,0.063,1.67
2020/11/25 8:00,25.2,6.62,6.2,184.4,10.7,5.09,0.084,0.062,1.74
2020/11/25 12:00,25.9,6.87,6.92,299,13.8,5.73,0.03,0.059,1.75
2020/11/25 16:00,26.4,7.09,8.02,479.8,11.9,5.35,0.033,0.058,1.77
2020/11/25 20:00,25.7,6.88,7.23,409.2,13,5.43,0.044,0.054,1.69
2020/11/26 0:00,25.7,6.81,7.17,176.5,10,5.43,0.044,0.054,1.69
2020/11/26 4:00,25.3,6.72,6.46,282.1,9.8,4.96,0.083,0.061,1.62
2020/11/26 8:00,25.3,6.22,5.33,3689.7,11.8,4.58,0.334,0.063,1.84
2020/11/26 12:00,25.7,6.26,5.57,4387.4,9.5,5.14,0.414,0.072,1.82
2020/11/26 16:00,26,6.25,5.87,4832.3,10.2,4.87,0.406,0.065,1.79
2020/11/26 20:00,25.6,6.15,4.81,6286,13,5.03,0.512,0.067,1.84
2020/11/27 0:00,26.2,6.76,6.54,955.5,11.6,5.03,0.512,0.067,1.84
2020/11/27 4:00,25.1,6.46,5.78,2439.3,9.3,4.81,0.243,0.068,1.67
2020/11/27 8:00,25.1,6.09,4.86,7401.4,10.5,4.72,0.554,0.06,1.95
2020/11/27 12:00,26.2,7.27,8.04,418.8,14.9,5.97,0.055,0.064,1.66
2020/11/27 16:00,26.6,7.71,8.79,199.6,13.4,4.86,0.031,0.061,1.68
2020/11/27 20:00,26,7.21,8.13,803.6,11.5,4.73,0.073,0.062,1.64
2020/11/28 0:00,25.6,7.28,8.09,179.2,14.3,4.73,0.073,0.062,1.64
2020/11/28 4:00,25,7.09,7.7,186.4,13.9,4.85,0.027,0.056,1.6
2020/11/28 8:00,24.5,6.76,7.34,878.4,14.8,5.67,0.071,0.05,1.62
2020/11/28 12:00,25,6.89,7.55,779.6,14.9,4.93,0.071,0.055,1.54
2020/11/28 16:00,25.2,7.27,8.12,179.1,13.4,5.27,0.026,0.056,1.59
2020/11/28 20:00,24.5,7.15,7.87,183.1,14.9,6.31,0.03,0.057,1.57
2020/11/29 0:00,24.1,7.06,7.61,181.4,17.5,6.31,0.03,0.057,1.57
2020/11/29 4:00,23.7,7,7.58,181.2,16.4,4.91,0.027,0.055,1.55
2020/11/29 8:00,23.5,6.96,7.48,190,13.3,5.28,0.033,0.053,1.55
2020/11/29 12:00,24,7.16,8.17,216.2,17,4.46,0.027,0.055,1.49
2020/11/29 16:00,24.5,7.39,8.35,179.8,16,5.23,0.025,0.054,1.52
2020/11/29 20:00,24,7.21,8.08,181.1,16.8,4.21,0.028,0.057,1.56
2020/11/30 0:00,23.4,7.08,7.82,182.1,14,5.72,0.033,0.053,1.53
2020/11/30 4:00,23,7.03,7.68,181.8,18.4,5.46,0.025,0.052,1.49
2020/11/30 8:00,22.8,6.98,7.73,209.6,15,5.05,0.025,0.05,1.54
2020/11/30 12:00,23.5,7.06,8.08,742.7,16.6,5.09,0.063,0.056,1.86
2020/11/30 16:00,24,7.64,8.71,180.6,17.2,5.19,0.032,0.058,1.46
2020/11/30 20:00,23.3,7.13,7.69,181.7,13.3,4.76,0.051,0.055,1.48
2020/12/1 0:00,23.2,6.99,7.57,182.4,15.4,4.62,0.051,0.058,1.4
2020/12/1 4:00,22.3,6.89,7.47,290.5,15.6,4.88,0.057,0.058,1.37
2020/12/1 8:00,22.7,6.45,7.07,3234.5,13,4.54,0.273,0.058,1.52
2020/12/1 12:00,23.3,6.37,6.41,5054.1,14.5,5.07,0.436,0.076,1.68
2020/12/1 16:00,23.8,8.12,8.68,181.5,15,5.36,0.025,0.055,1.52
2020/12/1 20:00,23.4,7.98,8.65,181.5,15.1,5.28,0.025,0.054,1.52
2020/12/2 0:00,22.8,7.65,8.55,196,15.5,5.28,0.025,0.054,1.52
2020/12/2 4:00,22.5,7.47,8.49,228.7,16.4,5.3,0.025,0.052,1.49
2020/12/2 8:00,22.8,6.73,8.08,2870.5,13,5.61,0.2,0.054,1.52
2020/12/2 12:00,23,6.49,7.27,7257,11,6.02,0.445,0.062,1.72
2020/12/2 16:00,24,6.98,7.84,3152.1,24.4,5.35,0.328,0.081,1.91
2020/12/2 20:00,23.4,7.77,8.24,189.6,13.7,5,0.038,0.061,1.54
2020/12/3 0:00,23.4,6.51,6.29,4468.3,16.8,5,0.038,0.061,1.54
2020/12/3 4:00,23.1,6.5,6.85,5077.9,15.2,5.25,0.439,0.078,1.62
2020/12/3 8:00,22.4,6.42,6.49,8156.4,13.9,5,0.443,0.062,1.72
2020/12/3 12:00,22.7,6.63,6.73,7965.7,15.8,5.6,0.538,0.072,1.7
2020/12/3 16:00,23.3,8.23,9.01,251,17.4,6.18,0.035,0.059,1.46
2020/12/3 20:00,22.6,7.97,8.81,183.2,18.3,5.94,0.025,0.054,1.43
2020/12/4 0:00,22.3,7.8,8.76,182.9,18.4,5.94,0.025,0.054,1.43
2020/12/4 4:00,21.8,7.58,8.57,212.6,15.4,5.73,0.025,0.052,1.4
2020/12/4 8:00,21.6,6.78,7.98,3928,15.3,5.08,0.214,0.057,1.47
2020/12/4 12:00,21.9,7.07,8.42,3583.4,13.5,6.7,0.25,0.052,1.48
2020/12/4 16:00,22.8,7.68,8.99,1217.6,17.8,5.07,0.073,0.053,1.88
2020/12/4 20:00,22,7.56,8.11,185.4,11.2,5.23,0.039,0.053,1.43
2020/12/5 0:00,21.5,7.54,8.38,185.7,14,5.23,0.039,0.053,1.43
2020/12/5 4:00,20.9,7,7.32,740.2,13.5,4.1,0.082,0.056,1.32
2020/12/5 8:00,20.7,6.43,7.09,7909,15,4.72,0.394,0.057,1.58
2020/12/5 12:00,20.9,6.53,6.99,10168.8,13.8,4.96,0.507,0.066,1.69
2020/12/5 16:00,21.6,6.61,6.81,9885.8,24,6.56,0.425,0.09,1.74
2020/12/5 20:00,21.6,8.39,9.57,185.3,15.2,6.55,0.025,0.053,1.42
2020/12/6 0:00,21.2,8.13,9.32,184.2,17.6,6.55,0.025,0.053,1.42
2020/12/6 4:00,21,7.73,8.89,187.7,17.6,5.79,0.025,0.051,1.39
2020/12/6 8:00,20.6,6.81,8.06,4977.2,17.2,5.89,0.278,0.053,1.51
2020/12/6 12:00,20.5,6.62,7.35,8797.3,15.6,5.29,0.469,0.062,1.6
2020/12/6 16:00,20.7,6.54,6.46,11751.9,30.3,5.91,0.543,0.083,1.66
2020/12/6 20:00,22.1,7.31,7.69,1850.1,16.6,6.92,0.175,0.069,1.81
2020/12/7 0:00,21.6,8,8.53,199.4,13,6.92,0.175,0.069,1.81
2020/12/7 4:00,21.5,6.43,5.98,8508.2,15.3,5.42,0.468,0.067,1.55
2020/12/7 8:00,20.2,6.46,6.91,10336.5,13.4,5.25,0.417,0.057,1.66
2020/12/7 12:00,20.7,6.8,7.82,7920,15.1,5.95,0.282,0.056,1.55
2020/12/7 16:00,22.2,7.82,9.44,3473.2,18.8,6.29,0.193,0.05,1.5
2020/12/7 20:00,21.6,8.48,9.55,191.6,19,6.57,0.025,0.052,1.48
2020/12/8 0:00,21.1,7.87,9.03,187,15.1,6.57,0.025,0.052,1.48
2020/12/8 4:00,20.8,7.68,8.79,186.8,17.4,5.46,0.025,0.048,1.44
2020/12/8 8:00,20.4,7.55,8.65,238.9,17.3,5.63,0.025,0.047,1.43
2020/12/8 12:00,20.8,7.31,8.68,2410.4,18,5.35,0.108,0.051,1.44
2020/12/8 16:00,21.7,7.85,9.31,2225.8,17.8,5.4,0.065,0.048,1.42
2020/12/8 20:00,21,7.86,8.94,189.6,17.4,5.69,0.025,0.051,1.48
2020/12/9 0:00,20.9,7.7,8.73,188.8,17.2,5.69,0.025,0.051,1.48
2020/12/9 4:00,20.6,7.51,8.44,193.5,21.4,5.92,0.025,0.054,1.52
2020/12/9 8:00,20.5,7.48,8.5,196.4,18.4,5.77,0.025,0.052,1.55
2020/12/9 12:00,20.9,7.73,8.95,196.8,16.6,6.08,0.025,0.054,1.5
2020/12/9 16:00,20.8,7.87,9.23,1474.3,15.5,6.6,0.041,0.054,1.49
2020/12/9 20:00,20.8,7.87,8.95,362.9,14.6,7.18,0.028,0.057,1.55
2020/12/10 0:00,20.9,7.91,8.73,191.9,10.2,7.18,0.028,0.057,1.55
2020/12/10 4:00,21,7.27,8.18,234.7,13.4,5.14,0.051,0.06,1.49
2020/12/10 8:00,20.6,6.86,8.18,2232.4,17.7,5.13,0.098,0.057,1.56
2020/12/10 12:00,20.7,7.07,8.61,2993.2,15.2,5.89,0.107,0.06,1.52
2020/12/10 16:00,20.5,6.76,7.49,6914.2,15.6,6.08,0.293,0.052,1.58
2020/12/10 20:00,20.5,6.69,5.85,8926,22.3,5.44,0.362,0.066,1.61
2020/12/11 0:00,20.9,8.63,9.89,184,16.4,5.44,0.362,0.066,1.61
2020/12/11 4:00,20.8,8.3,9.4,238.6,14.3,5.22,0.025,0.057,1.59
2020/12/11 8:00,20.7,7.99,8.85,240.9,14.3,4.61,0.036,0.059,1.67
2020/12/11 12:00,20.9,8.5,9.71,185.9,14.2,5.7,0.025,0.057,1.59
2020/12/11 16:00,21,8.68,9.9,200.3,16.4,5.83,0.025,0.056,1.6
2020/12/11 20:00,20.9,8.22,9.32,202.2,16.5,5.12,0.034,0.062,1.67
2020/12/12 0:00,20.7,7.99,9.15,185.2,14.8,5.12,0.034,0.062,1.67
2020/12/12 4:00,20.7,7.87,9.05,198,13.8,4.82,0.025,0.057,1.54
2020/12/12 8:00,20.7,7.74,8.77,200.5,13.6,5.29,0.035,0.06,1.6
2020/12/12 12:00,21.9,8.07,9.07,185.1,14.5,5.28,0.032,0.065,1.45
2020/12/12 16:00,22.5,8.39,9.25,194.8,15.3,4.26,0.037,0.061,1.42
2020/12/12 20:00,21.7,7.24,8.81,1438.5,16.7,6.3,0.088,0.061,1.87
2020/12/13 0:00,21.7,6.96,7.91,2708.6,19.7,6.3,0.088,0.061,1.87
2020/12/13 4:00,21.4,7.09,8.34,3590.3,14.5,5.49,0.223,0.056,1.5
2020/12/13 8:00,21,6.87,7.33,6044.4,15.1,5.84,0.321,0.061,1.64
2020/12/13 12:00,21.5,8.39,9.73,627.9,13.4,5.53,0.032,0.058,1.54
2020/12/13 16:00,21.7,8.97,10.45,188.9,12.5,6.43,0.025,0.061,1.64
2020/12/13 20:00,21.5,8.61,9.61,234.4,13.8,5.89,0.025,0.063,1.59
2020/12/14 0:00,21.4,8.22,9.14,200.3,14.7,5.89,0.025,0.063,1.59
2020/12/14 4:00,21.4,7.81,8.69,745,13.9,5.11,0.055,0.057,1.53
2020/12/14 8:00,21.3,7.18,7.83,3276.5,14.5,5.36,0.197,0.059,1.67
2020/12/14 12:00,21.3,6.83,6.38,5961.8,17.8,6.44,0.389,0.076,1.7
2020/12/14 16:00,21.4,7.81,8.31,200.3,11.6,5.34,0.043,0.062,1.55
2020/12/14 20:00,20.7,7.87,8.43,197.3,12,5.4,0.042,0.058,1.66
2020/12/15 0:00,20.3,7.77,8.41,193.9,14.2,5.4,0.042,0.058,1.66
2020/12/15 4:00,20.1,6.84,6.91,3227.5,16.7,5.27,0.288,0.068,1.62
2020/12/15 8:00,19.9,6.71,6.17,7291.1,11.9,5.66,0.481,0.087,1.8
2020/12/15 12:00,19.8,7.39,8.31,2440.5,18.9,7.85,0.26,0.072,1.58
2020/12/15 16:00,19.6,8.02,9.55,203.4,19.7,5.9,0.025,0.058,2.01
2020/12/15 20:00,19.4,7.89,9.39,202.1,20,5.99,0.025,0.058,2.01
2020/12/16 0:00,19,7.73,9.12,202.8,19.9,5.99,0.025,0.058,2.01
2020/12/16 4:00,18.6,7.56,8.61,271.9,17.5,5.53,0.035,0.059,2
2020/12/16 8:00,18.8,6.84,6.63,4534.5,16.6,5.86,0.326,0.061,1.61
2020/12/16 12:00,18.6,7.14,8.22,3537.3,17.6,6.12,0.28,0.069,1.62
2020/12/16 16:00,18.4,8.01,9.85,226.6,18.2,5.91,0.025,0.056,1.99
2020/12/16 20:00,18.2,7.97,9.78,206.2,15.6,6.35,0.025,0.056,2.03
2020/12/17 0:00,18,7.81,9.36,206.3,16.8,6.35,0.025,0.056,2.03
2020/12/17 4:00,17.7,7.55,8.82,250.8,17.2,5.78,0.028,0.059,1.99
2020/12/17 8:00,17.6,6.78,6.69,6221.4,15.8,5.7,0.315,0.06,1.63
2020/12/17 12:00,17.7,7.08,8.27,5327.5,15.4,5.3,0.246,0.065,1.67
2020/12/17 16:00,18.1,7.94,10.31,897.4,17.3,5.72,0.05,0.056,2.04
2020/12/17 20:00,17.7,8.04,10.14,209.6,19.1,5.94,0.025,0.051,1.72
2020/12/18 0:00,17.5,7.88,9.73,209.4,16.8,5.94,0.025,0.051,1.72
2020/12/18 4:00,17.2,7.71,9.31,250.4,15.1,6.38,0.025,0.051,1.62
2020/12/18 8:00,16.9,6.83,7.29,5959.2,15.4,5.21,0.287,0.055,1.66
2020/12/18 12:00,17,7.22,8.97,4444.4,17,6.6,0.205,0.057,1.64
2020/12/18 16:00,18.1,7.82,10.18,1733,17.5,7.98,0.074,0.056,2
2020/12/19 20:00,18,7.13,7.48,2134.1,12.6,6.8,0.156,0.062,1.56
2020/12/20 0:00,16.8,7.78,9.29,227.2,13.8,6.51,0.028,0.049,1.71
2020/12/20 8:00,16.3,6.45,5.59,9206.7,12.1,4.76,0.326,0.064,1.7
2020/12/20 12:00,16.2,6.67,7.26,11588.2,10.4,4.81,0.341,0.055,1.63
2020/12/20 16:00,17.4,8.35,11.43,1214.7,13.8,5.54,0.025,0.053,1.81
2020/12/20 20:00,16.8,8.31,10.81,216.4,14.6,5.84,0.025,0.05,1.82
2020/12/21 0:00,16.8,8.2,10.56,213,12.5,5.84,0.025,0.05,1.82
2020/12/21 4:00,16.7,8.08,10.26,214.5,12.8,5.82,0.025,0.05,1.88
2020/12/21 8:00,16.5,8,10.03,267.2,13.6,4.46,0.025,0.048,1.88
2020/12/21 12:00,16.9,8,10.67,1076.4,16.1,6.73,0.025,0.053,1.84
2020/12/21 16:00,17.8,8.26,11.07,1184.2,13.4,6.64,0.025,0.051,1.85
2020/12/21 20:00,17.3,8.19,10.44,218.4,12.2,5.66,0.027,0.048,1.9
2020/12/22 0:00,17.1,8.02,10.13,216.9,14.7,5.66,0.027,0.048,1.9
2020/12/22 4:00,17,7.69,9.46,232.8,11.9,6.57,0.035,0.048,1.91
2020/12/22 8:00,16.9,7.73,9.59,221.9,14,6.15,0.028,0.046,1.93
2020/12/22 12:00,17.3,7.83,10.09,753.1,14.4,5.54,0.029,0.049,1.87
2020/12/22 16:00,17.8,7.86,10.43,1829.4,12.5,6.5,0.055,0.049,1.89
2020/12/22 20:00,17.8,7.89,9.87,349.1,11.4,4.97,0.052,0.046,1.97
2020/12/23 0:00,17.5,7.91,10.03,220.7,10.3,4.97,0.052,0.046,1.97
2020/12/23 4:00,17.4,7.73,9.54,229.7,9.3,5.96,0.055,0.047,2.01
2020/12/23 8:00,17.4,7.64,9.4,235.4,11.5,6.37,0.065,0.046,2.05
2020/12/23 12:00,17.8,7.7,10.03,1065.7,11.1,5.36,0.071,0.044,1.98
2020/12/23 16:00,18.1,7.66,10.38,2554.3,10.7,6.21,0.107,0.044,1.98
2020/12/23 20:00,18.2,7.66,9.3,685.7,11.3,4.95,0.1,0.047,2.02
2020/12/24 0:00,17.8,8.03,10.46,223.4,9.3,4.95,0.1,0.047,2.02
2020/12/24 4:00,17.6,7.8,9.84,240.3,10.1,5.75,0.061,0.047,2.1
2020/12/24 8:00,17.5,7.61,9.28,236.6,11,4.8,0.068,0.047,2.11
2020/12/24 12:00,17.8,7.81,10.05,242.5,12.6,5.62,0.086,0.099,2.28
2020/12/24 16:00,18.1,7.63,10.39,604.7,12.4,5.55,0.116,0.099,2.19
2020/12/24 20:00,18,7.52,9.54,248.1,10.6,5.87,0.073,0.053,2.11
2020/12/25 0:00,17.8,7.43,9.65,212.8,10,5.87,0.073,0.053,2.11
2020/12/25 4:00,17.8,7.24,9.24,254.2,11.8,5.61,0.071,0.044,2.1
2020/12/25 8:00,18,6.95,7.91,690,12.8,4.68,0.124,0.048,2.08
2020/12/25 12:00,17.8,7.35,9.39,214.4,12.9,4.51,0.072,0.042,2.14
2020/12/25 16:00,18,7.48,9.85,215.9,13.2,3.95,0.084,0.045,1.94
2020/12/25 20:00,17.8,7.32,9.2,214,11.3,3.67,0.097,0.039,1.96
2020/12/26 0:00,17.6,7.28,9.03,214.7,10.9,3.67,0.097,0.039,1.96
2020/12/26 4:00,17.6,7.18,8.77,228.1,12.4,3.75,0.095,0.047,1.95
2020/12/26 8:00,17.6,7.02,8.49,776.9,12.8,3.66,0.12,0.04,1.91
2020/12/26 12:00,17.9,7.36,9.44,216.6,13.3,3.86,0.075,0.047,2.02
2020/12/26 16:00,18.1,7.5,9.7,214.6,10.9,4.02,0.07,0.042,1.96
2020/12/26 20:00,17.9,7.38,9.35,214,10.9,3.73,0.072,0.042,1.98
2020/12/27 0:00,17.9,7.32,9.22,213.6,10.6,3.73,0.072,0.042,1.98
2020/12/27 4:00,17.9,7.2,8.91,224.7,11.6,3.64,0.076,0.045,1.94
2020/12/27 8:00,17.9,7.03,8.56,1034.8,10.6,3.74,0.111,0.038,1.89
2020/12/27 12:00,19,6.95,8.4,1565.7,12.6,4.11,0.153,0.048,1.81
2020/12/27 16:00,20.3,7.98,9.62,211.5,8.6,3.98,0.043,0.041,1.86
2020/12/27 20:00,19.3,7.56,9.36,214.2,9.3,3.93,0.041,0.043,1.9
2020/12/28 0:00,19.7,6.59,5.69,2871.4,12,3.93,0.041,0.043,1.9
2020/12/28 4:00,19.3,6.79,8.21,2756.6,10.5,4.04,0.227,0.047,1.82
2020/12/28 8:00,18.9,6.51,6.66,4586.4,11,4.69,0.357,0.049,1.87
2020/12/28 12:00,19.7,6.41,5.43,5450.3,15.3,6.23,0.409,0.115,1.9
2020/12/28 16:00,20.1,8.48,11.97,210.2,9,4.42,0.025,0.047,1.88
2020/12/28 20:00,19.4,8.37,11.35,209.4,8.6,4.15,0.025,0.04,1.85
2020/12/29 0:00,19.1,8.05,10.62,213,9.2,4.15,0.025,0.04,1.85
2020/12/29 4:00,19.1,7.55,9.67,648.4,10.9,3.92,0.041,0.041,1.75
2020/12/29 8:00,19.1,6.83,8.16,3303.5,9.7,4.03,0.201,0.051,1.8
2020/12/29 12:00,20.1,7.51,10.51,1710.6,9.8,4.2,0.069,0.054,1.82
2020/12/29 16:00,20.1,8.22,11.23,206.9,9.3,4.07,0.025,0.047,1.83
2020/12/29 20:00,19.9,8.25,11.27,205.6,8.4,4.14,0.025,0.045,1.8
2020/12/30 0:00,19.9,8.3,11.28,204.5,9.1,4.14,0.025,0.045,1.8
2020/12/30 4:00,19.5,8.06,10.31,235.7,10.4,3.96,0.025,0.045,1.75
